Order date,SUBSIDIARY_CD,GLOBAL_NO,CLASSIFY_CD,CUST_CD,BRAND_CD,INNER_CD,SUPPLIER_CD,Sales order line number,Stock class,Consider count hodiday Saturday,SO QTY,OTHER AREA SHIP DIV,ALLOCATION QTY,SUPPLIER INV AMOUNT,PACKING RANK,PRODUCT_CD,PRODUCT ATTRIBUTION,SPECIAL DIV,LOGICAL PLANT,PURCHASE AMOUNT,VSD,DIRECT SHIP FLG,DELI_DIV,label,Ship Mode,SHIP DECISION NO,PACK QTY,WEIGHT PER PIECE,SUPPLIER_DIV,HEAVY_FLG,EXPENSIVE_FLG,SPECIAL_DIV,ACTUAL_SHIP_DAYS,SPECIFY_PRODUCTION_DAYS,SPECIFY_SHIP_DAYS,HAZARD_FLG,SO_DAY_OF_MONTH,SO_DAY_OF_WEEK,IO_UNFIT_FLG,WEIGHT_UNIT,REASON_CD,SOUF_RCV_NO,QTUF_RCV_NO,SO_TIME,SUPPLIER_CATEGORY_CD,PRODUCT_ASSORT
2022-04-04 00:00:00,MJP,01000074430653,21034701,000074,HAK1,F7371210001,8107,1,1,4,1, ,1,8700,A,E-PD-2-50M,1,0,55,8700,2022-04-13 00:00:00,0,00,1,S,232780,0,12,3.0,0,0,0,6,-1,-1,0,4,1,0,g,401,805169,,120324,05, 
2022-04-26 00:00:00,MJP,05004180038393,23028764,004180,S3M1,K9045010089,8484,1,1,1,10, ,10,15350,Z,23-19,1,0,53,15350,2022-06-10 00:00:00,0,00,1,B,380002,0,200,3.0,0,0,0,25,-1,-1,0,26,2,0,g,455,,,171618,05, 
2022-04-19 00:00:00,MJP,01000074434232,21059031,000074,THT1,F5109250104,8233,1,1,4,1, ,1,900,A,JA-104,1,0,53,900,2022-05-07 00:00:00,0,00,1,S,318301,20,5,2.0,0,0,0,5,-1,-1,0,19,2,0,g,451,864727,,184619,05, 
2022-04-22 00:00:00,MJP,01000074434911,03731227,000074,MSM1,79014275005,3013,1,1,0,1, ,1,1551,A,LAFSD-AS-T5-A75-B30-L30-P10-V10-S15-N6-X15-H55-NA12-CC3,1,0,53,1551,2022-04-27 00:00:00,0,00,1,Q,124011,0,43,1.0,0,0,0,3,-1,-1,0,22,5,0,g,410,,,093246,05, 
2022-04-22 00:00:00,MJP,01000074435036,03954111,000074,MSM1,30357450001,3081,1,1,0,2, ,2,376,A,NFSL6-3030-355,1,0,53,376,2022-04-27 00:00:00,0,00,1,B,124051,0,270,1.0,0,0,0,1,-1,-1,0,22,5,0,g,410,,,153401,05, 
2022-06-15 00:00:00,MJP,01000074445747,21059570,000074,HSK1,F5157038275,8385,1,1,4,50, ,50,400,A,UMW-0410-08,1,0,53,400,2022-06-29 00:00:00,0,00,1,S,086995,0,2,3.0,0,0,0,8,-1,-1,0,15,3,0,g,401,049341,,154942,05, 
2022-04-13 00:00:00,MJP,01000075378643,21039402,000075,IKE1,F7237710025,8222,1,1,4,10, ,10,17800,B,1/4MSSXP050S303,1,0,53,17800,2022-04-22 00:00:00,0,00,1,H,106832,0,100,2.0,0,0,0,6,-1,-1,0,13,3,0,g,453,,,172415,05, 
2022-04-14 00:00:00,MJP,01000075378711,23027511,000075,KJI1,K9005540345,8484,1,1,4,1, ,1,11200,B,TAL20,1,0,53,11200,2022-06-20 00:00:00,0,00,1,P,604567,1,600,3.0,0,0,0,2,-1,-1,0,14,4,0,g,455,,,104257,05, 
2022-04-15 00:00:00,MJP,01000075379084,23027552,000075,TRC1,K9010570052,8484,1,1,4,2, ,2,26208,B,TSL3-B,1,0,53,26208,2022-04-18 00:00:00,1,40,1,S,469919,0,11000,3.0,0,0,0,1,-1,-1,0,15,5,0,g,401,,,165444,05, 
2022-05-10 00:00:00,MJP,01000075381585,23020401,000075,NGS1,K8112361099,8415,1,1,4,2, ,2,14948,B,GB1-340-KOUSEI,1,0,53,14948,2022-07-30 00:00:00,0,00,1,B,,0,100,2.0,0,0,0,57,-1,-1,0,10,2,0,g,108,916762,,155544,05, 
2022-05-13 00:00:00,MJP,05005220048448,21045918,005220,SMC1,F0020760489,9102,1,1,4,6, ,6,147678,A,MDWBB40-75,1,0,53,147678,2022-06-29 00:00:00,0,00,1,T,045214,0,100,3.0,0,0,0,20,-1,-1,0,13,5,0,g,410,,,160944,05, 
2022-05-20 00:00:00,MJP,01000075383276,23027547,000075,IRO1,K9010080034,8484,1,1,4,4, ,4,16856,B,MR-18T,1,0,53,16856,2022-06-30 00:00:00,1,40,1,,074037,0,8700,3.0,0,0,0,30,-1,-1,0,20,5,0,g,401,,,184516,05, 
2022-05-20 00:00:00,MJP,01000075383279,23027547,000075,IRO1,K9010080034,8484,1,1,4,4, ,4,16856,B,MR-18T,1,0,53,16856,2022-06-30 00:00:00,1,40,1,,074031,0,8700,3.0,0,0,0,30,-1,-1,0,20,5,0,g,401,,,184518,05, 
2022-05-20 00:00:00,MJP,01000075383280,23027547,000075,IRO1,K9010080034,8484,1,1,4,4, ,4,16856,B,MR-18T,1,0,53,16856,2022-06-30 00:00:00,1,40,1,,074026,0,8700,3.0,0,0,0,30,-1,-1,0,20,5,0,g,401,,,184518,05, 
2022-05-20 00:00:00,MJP,01000075383281,23027547,000075,IRO1,K9010080034,8484,1,1,4,4, ,4,16856,B,MR-18T,1,0,53,16856,2022-06-30 00:00:00,1,40,1,,074032,0,8700,3.0,0,0,0,30,-1,-1,0,20,5,0,g,401,,,184519,05, 
2022-05-20 00:00:00,MJP,01000075383282,23027547,000075,IRO1,K9010080034,8484,1,1,4,4, ,4,16856,B,MR-18T,1,0,53,16856,2022-06-30 00:00:00,1,40,1,,074025,0,8700,3.0,0,0,0,30,-1,-1,0,20,5,0,g,401,,,184519,05, 
2022-05-30 00:00:00,MJP,01000075384577,21037302,000075,TGS1,F7236870014,8107,1,1,4,1, ,1,30240,B,SH-15-10,1,0,53,30240,2022-06-10 00:00:00,0,00,1,B,144184,0,2600,3.0,0,0,0,8,-1,-1,0,30,1,0,g,401,,,181412,05, 
2022-06-08 00:00:00,MJP,01000075386013,21030225,000075,CKD1,F7303920004,8109,1,1,4,1,1,1,11000,B,HVB512-10N-6-2HSB-DC24V,1,0,52,11000,2022-06-30 00:00:00,0,00,1,A,116168,0,1,2.0,0,0,0,15,-1,-1,0,8,3,0,g,401,022531,,135230,05, 
2022-06-08 00:00:00,MJP,01000075386182,21037401,000075,SYG1,F7217380009,9101,1,1,4,1, ,1,10860,B,RXE1215RH,1,0,53,10860,2022-06-18 00:00:00,0,00,1,P,382567,0,1000,2.0,0,0,0,6,-1,-1,0,8,3,0,g,401,025409,,192520,05, 
2022-06-08 00:00:00,MJP,01000075386184,21037401,000075,SYG1,F7217380009,9101,1,1,4,1, ,1,10860,B,RXE1215RH,1,0,53,10860,2022-06-18 00:00:00,0,00,1,P,382627,0,1000,2.0,0,0,0,6,-1,-1,0,8,3,0,g,401,025453,,194525,05, 
2022-04-07 00:00:00,MJP,05005504006791,21013001,005504,IKO1,F1340000036,9102,24,1,4,1, ,1,7963,Z,MLFC14C2R90H,1,0,53,7963,2022-06-20 00:00:00,0,00,1,C,059156,0,1,3.0,0,0,0,44,-1,-1,0,7,4,0,g,451,,,140334,05, 
2022-04-20 00:00:00,MJP,05005517022791,21050207,005517,IMA1,F6402201012,8108,2,1,4,1, ,1,676,Z,ELH95-10S,1,0,53,676,2022-04-25 00:00:00,0,00,1,B,459360,0,37,2.0,0,0,0,3,-1,-1,0,20,3,0,g,   ,,,143518,05, 
2022-06-03 00:00:00,MJP,01000114287020,03713545,000114,MSM1,30064100001,3305,1,1,0,2, ,2,1464,B,PNLNP-120-100-6,1,1,52,1464,2022-06-06 00:00:00,1,40,1,S,710496,0,193,1.0,0,0,1,1,-1,-1,0,3,5,0,g,410,,,141231,05, 
2022-06-16 00:00:00,MJP,01000114289404,23027586,000114,MDR1,K9054109508,8484,1,1,4,3,1,3,4410,B,MCG700N-S,1,0,52,4410,2022-06-18 00:00:00,0,00,1,A,371132,10,260,3.0,0,0,0,1,-1,-1,0,16,4,0,g,401,,,174344,05, 
2022-06-15 00:00:00,MJP,05012198004813,01130106,012198,DTN1,18891140005,9436,2,1,4,5, ,5,200.45,Z,AJX13-19-80-P9.2-XNA-M2,1,0,53,200.45,2022-06-30 00:00:00,0,00,1,C,358619,0,62,2.0,0,0,0,12,-1,-1,0,15,3,0,g,   ,046357,,092235,06, 
2022-06-15 00:00:00,MJP,05012198004814,01130106,012198,DTN1,18891140005,9436,3,1,4,5, ,5,200.45,Z,AJX13-19-80-P8.5-XNA-M2,1,0,53,200.45,2022-06-30 00:00:00,0,00,1,C,358619,0,62,2.0,0,0,0,12,-1,-1,0,15,3,0,g,   ,046358,,092252,06, 
2022-04-14 00:00:00,MJP,01000260098905,21034826,000260,BAN1,F0053763504,8159,1,1,1,2,1,2,6656,B,44S5M0150AF-NA-Y-22-Q30-R30-S8-T8,1,0,52,6656,2022-05-14 00:00:00,0,00,1,P,197162,0,590,1.0,0,0,0,10,-1,-1,0,14,4,0,g,452,,,093318,05, 
2022-04-25 00:00:00,MJP,01000260099613,03954109,000260,MSM1,30352340001,3081,1,1,0,4, ,4,5472,B,EFS8-4040-1104,1,0,53,5472,2022-04-27 00:00:00,0,00,1,S,134124,0,1778,1.0,0,0,0,1,-1,-1,0,25,1,0,g,410,,,153306,05, 
2022-04-25 00:00:00,MJP,01000260099614,03954109,000260,MSM1,30352340001,3081,1,1,0,4, ,4,1488,B,EFS8-4040-227.5,1,0,53,1488,2022-04-27 00:00:00,0,00,1,S,134124,0,367,1.0,0,0,0,1,-1,-1,0,25,1,0,g,410,,,153307,05, 
2022-04-25 00:00:00,MJP,01000260099615,03954109,000260,MSM1,30352340001,3081,1,1,0,7, ,7,6944,B,EFS8-4040-800,1,0,53,6944,2022-04-27 00:00:00,0,00,1,S,134124,0,1288,1.0,0,0,0,1,-1,-1,0,25,1,0,g,410,,,153308,05, 
2022-04-25 00:00:00,MJP,01000260099616,03954109,000260,MSM1,30352340001,3081,1,1,0,10, ,10,3720,B,EFS8-4040-110,1,0,53,3720,2022-04-27 00:00:00,0,00,1,S,134124,0,178,1.0,0,0,0,1,-1,-1,0,25,1,0,g,410,,,153309,05, 
2022-05-20 00:00:00,MJP,05012778002632,21052402,012778,NCS1,F5103740035,9270,1,1,4,6, ,6,1266,Z,PEEK/CB-M6-L40,1,0,53,1266,2022-06-16 00:00:00,0,00,1,V,167252,0,1,1.0,0,0,0,18,-1,-1,0,20,5,0,g,401,,,124236,05, 
2022-04-20 00:00:00,MJP,01000450112847,21028001,000450,TBK1,F3096211883,9102,1,1,4,2, ,2,19300,B,RS40-LMC-U,1,0,53,19300,2022-05-10 00:00:00,1,40,1,,298126,0,100,3.0,0,0,0,8,-1,-1,0,20,3,0,g,605,869574,,173506,05, 
2022-04-26 00:00:00,MJP,01000450113054,22011601,000450,FDC1,J0438750562,8296,1,1,4,1,1,1,8250,B,600VCV-5.5SQ-3-25,1,0,52,8250,2022-05-05 00:00:00,0,00,1,A,294211,0,7500,3.0,0,0,0,2,-1,-1,0,26,2,0,g,401,,,145648,05, 
2022-06-09 00:00:00,MJP,01000450115486,05003414,000450,MSM1,53078078020,4091,1,1,4,4, ,4,15840,B,MRCSB-24-4-10,1,0,53,15840,2022-08-20 00:00:00,0,00,1,B,,0,520,3.0,0,0,0,49,-1,-1,0,9,4,0,g,401,,,153416,05, 
2022-04-13 00:00:00,MJP,01000464009113,21038743,000464,CNA1,F7513810001,9186,1,1,4,3, ,3,60900,B,952-7605,1,0,53,60900,2022-06-30 00:00:00,0,00,1,B,,0,1000,2.0,0,0,0,30,-1,-1,0,13,3,0,g,455,,,184407,05, 
2022-04-25 00:00:00,MJP,01000464009222,03954109,000464,MSM1,30350820008,3081,1,1,0,3, ,3,1509,B,HFSF6-3060-390,1,0,53,1509,2022-04-27 00:00:00,0,00,1,B,123220,0,652,1.0,0,0,0,1,-1,-1,0,25,1,0,g,410,,,114250,05, 
2022-05-11 00:00:00,MJP,01000464009274,23027547,000464,ERC1,K9010090193,8484,1,1,1,14,1,14,20160,B,BLF1820,1,0,52,20160,2022-06-15 00:00:00,1,40,1,,226258,0,1030,3.0,0,0,0,1,-1,-1,0,11,3,0,g,455,920759,,122224,05, 
2022-04-05 00:00:00,MJP,01000465519156,21027401,000465,FSG1,F3090040012,8150,1,0,4,70,1,70,32760,A,2570,0,1,55,32760,2022-05-12 00:00:00,1,50,1,T,131140,0,50,3.0,0,0,1,19,-1,-1,0,5,2,0,g,451,809024,,150134,05, 
2022-04-06 00:00:00,MJP,01000465519939,23027599,000465,TON1,K8076140008,8484,1,1,1,1,1,1,1692,A,SH10DX24,1,0,53,1692,2022-05-13 00:00:00,0,00,1,A,045508,0,100,3.0,0,0,0,22,-1,-1,0,6,3,0,g,455,,,172700,05, 
2022-04-11 00:00:00,MJP,01000465522164,23027540,000465,TER1,K9006882424,8484,1,1,1,1,1,1,43680,A,DS-271-010-0,1,0,52,43680,2022-05-20 00:00:00,1,40,1,,019366,0,28000,3.0,0,0,0,19,-1,-1,0,11,1,0,g,454,,,173506,05, 
2022-05-11 00:00:00,MJP,05017011015580,21050207,017011,IMA1,F6402081058,8108,2,1,4,3, ,3,2418,B,EALA63CX63,1,0,53,2418,2022-05-16 00:00:00,0,00,1,B,627835,0,53,2.0,0,0,0,3,-1,-1,0,11,3,0,g,   ,,,104849,05, 
2022-04-18 00:00:00,MJP,01000465525340,03731226,000465,MSM1,79004360001,3013,1,1,0,20,1,20,24660,A,HFMPA-SU-A70-B40-T3-X5-Y5-W30-N6-L60-S5-G30-NA6,1,0,52,24660,2022-04-27 00:00:00,0,00,1,J,123671,0,67,1.0,0,0,0,7,-1,-1,0,18,1,0,g,410,,,182809,05, 
2022-04-21 00:00:00,MJP,01000465527498,23029231,000465,KRE1,K9052200002,8484,1,1,4,10,1,10,4930,A,NO1403,1,0,52,4930,2022-05-20 00:00:00,0,00,1,J,022069,0,366,3.0,0,0,0,12,-1,-1,0,21,4,0,g,401,,,172603,05, 
2022-04-27 00:00:00,MJP,01000465529562,03722108,000465,MSM1,30255330004,0143,1,1,0,15, ,15,6990,A,GFPQPA4-P8-L3-B5,1,0,52,6990,2022-05-11 00:00:00,1,50,1,N,336265,0,10,1.0,0,0,0,1,-1,-1,0,27,3,0,g,410,,,093514,05, 
2022-04-27 00:00:00,MJP,01000465529839,12200112,000465,MSM1,70429287001,6601,1,1,0,2, ,2,5428,A,NBQB-TW-A30-B10-T8-F20-G5-M4-HSC-CAC1-CBC1-CCC1-CDC1,1,0,52,5428,2022-05-23 00:00:00,0,00,1,J,722069,0,6,1.0,0,0,0,20,-1,-1,0,27,3,0,g,   ,,,142536,05, 
2022-04-27 00:00:00,MJP,01000465529950,23027510,000465,AOP1,K9005370947,8223,1,1,4,1,1,1,5500,A,H-20M,1,0,52,5500,2022-05-17 00:00:00,0,00,1,J,254712,0,450,3.0,0,0,0,239,-1,-1,0,27,3,0,g,401,,,152352,05, 
2022-05-13 00:00:00,MJP,01000465534191,12200112,000465,MSM1,70432289001,6601,1,1,0,4, ,4,4084,A,NPLB-AP-T3-A400-B300-X10-Y10-J380-G280-N5,1,0,52,4084,2022-05-23 00:00:00,0,00,1,J,722074,0,432,1.0,0,0,0,6,-1,-1,0,13,5,0,g,   ,,,093601,05, 
2022-05-13 00:00:00,MJP,01000465534192,12200112,000465,MSM1,70432289001,6601,1,1,0,2, ,2,938,A,NPLB-AP-T3-A200-B300-X10-Y10-J180-G280-N5,1,0,52,938,2022-05-23 00:00:00,0,00,1,J,722074,0,216,1.0,0,0,0,6,-1,-1,0,13,5,0,g,   ,,,093602,05, 
2022-05-13 00:00:00,MJP,01000465534193,12200112,000465,MSM1,70432289001,6601,1,1,0,2, ,2,938,A,NPLB-AP-T3-A200-B210-X10-Y10-J180-G190-N5,1,0,52,938,2022-05-23 00:00:00,0,00,1,J,722074,0,152,1.0,0,0,0,6,-1,-1,0,13,5,0,g,   ,,,093603,05, 
2022-05-13 00:00:00,MJP,01000465534958,03733118,000465,MSM1,30176020822,3132,1,1,0,8, ,8,184,A,CIMRS6-12-0.3,1,0,52,184,2022-06-07 00:00:00,0,00,1,T,283200,0,2,1.0,0,0,0,20,-1,-1,0,13,5,0,g,   ,,,152452,05, 
2022-04-05 00:00:00,MJP,05018933000030,22011601,018933,KRM1,J0440080009,8344,1,1,4,1, ,1,6300,Z,CE-KIV-0.75SQ-ｱｵ-300,1,0,53,6300,2022-04-16 00:00:00,0,00,1,S,242746,0,3600,3.0,0,0,0,8,-1,-1,0,5,2,0,g,401,,,165929,05, 
2022-05-24 00:00:00,MJP,01000465539215,21045934,000465,SMC1,F0021346121,9102,1,1,4,2,1,2,16968,A,SY5400-5U1-NA,1,0,52,16968,2022-06-17 00:00:00,0,00,1,J,479921,0,100,3.0,0,0,0,17,-1,-1,0,24,2,0,g,410,,,093432,05, 
2022-06-08 00:00:00,MJP,05020171017137,03711101,020171,MSM1,30047440016,3013,10,1,0,24, ,24,35592,C,SHMTMN16-20,1,0,53,35592,2022-06-21 00:00:00,0,00,1,C,192498,0,175,1.0,0,0,0,11,-1,-1,0,8,3,0,g,410,,,095751,05, 
2022-06-08 00:00:00,MJP,05020171017150,03711101,020171,MSM1,30047440016,3013,23,1,0,24, ,24,35592,C,SHMTMN16-20,1,0,53,35592,2022-06-21 00:00:00,0,00,1,C,192498,0,175,1.0,0,0,0,11,-1,-1,0,8,3,0,g,410,,,095800,05, 
2022-04-21 00:00:00,MJP,05021272036410,03712120,021272,MSM1,30264980005,0305,2,1,0,2, ,2,1064,Z,SNTBB10-19,1,0,53,1064,2022-04-27 00:00:00,1,50,1,T,104413,0,220,1.0,0,0,0,2,-1,-1,0,21,4,0,g,410,,,153052,05, 
2022-06-15 00:00:00,MJP,01000465551898,23029288,000465,TNO1,K8167550009,5688,1,1,4,1,1,1,41050,A,LC551FTU,1,0,52,41050,2022-06-24 00:00:00,1,50,1,S,064612,0,390,3.0,0,0,0,6,-1,-1,0,15,3,0,g,401,,,112317,05, 
2022-05-30 00:00:00,MJP,05021378033300,03812706,021378,MSM1,30040760001,3040,88,1,1,1, ,1,1053,Z,MCGSC13-4-4,1,0,53,1053,2022-06-06 00:00:00,0,00,1,T,712206,0,11,2.0,0,0,0,5,-1,-1,0,30,1,0,g,   ,,,112059,05, 
2022-04-25 00:00:00,MJP,05021705044665,03954109,021705,MSM1,30350820001,3081,7,1,0,4, ,4,768,C,HFS6-3030-140,1,0,53,768,2022-04-27 00:00:00,0,00,1,C,144146,0,126,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044666,03954109,021705,MSM1,30350820001,3081,8,1,0,4, ,4,768,C,HFS6-3030-280,1,0,53,768,2022-04-27 00:00:00,0,00,1,C,144146,0,252,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044667,03954109,021705,MSM1,30350820001,3081,9,1,0,4, ,4,768,C,HFS6-3030-50,1,0,53,768,2022-04-27 00:00:00,0,00,1,C,144146,0,45,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044668,03954109,021705,MSM1,30350820001,3081,10,1,0,8, ,8,1992,C,HFS6-3030-390,1,0,53,1992,2022-04-27 00:00:00,0,00,1,C,144146,0,351,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044669,03954109,021705,MSM1,30350820001,3081,11,1,0,2, ,2,754,C,HFS6-3030-590,1,0,53,754,2022-04-27 00:00:00,0,00,1,C,144146,0,531,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044670,03954109,021705,MSM1,30350820001,3081,12,1,0,3, ,3,690,C,HFS6-3030-360,1,0,53,690,2022-04-27 00:00:00,0,00,1,C,144147,0,324,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044671,03954109,021705,MSM1,30350820001,3081,13,1,0,4, ,4,2916,C,HFS6-3030-1140,1,0,53,2916,2022-04-27 00:00:00,0,00,1,C,144147,0,1026,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05021705044672,03954109,021705,MSM1,30350820001,3081,14,1,0,2, ,2,832,C,HFS6-3030-650,1,0,53,832,2022-04-27 00:00:00,0,00,1,C,144147,0,585,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,171831,05, 
2022-04-25 00:00:00,MJP,05022512013933,03954109,022512,MSM1,30350820002,3081,1,1,0,8, ,8,5104,Z,HFS6-3060-560,1,0,53,5104,2022-04-27 00:00:00,0,00,1,C,144010,0,896,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,165840,05, 
2022-04-25 00:00:00,MJP,05022512013934,03954109,022512,MSM1,30350820002,3081,2,1,0,4, ,4,3920,Z,HFS6-3060-860,1,0,53,3920,2022-04-27 00:00:00,0,00,1,C,144010,0,1376,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,165840,05, 
2022-04-25 00:00:00,MJP,05022512013935,03954109,022512,MSM1,30350820002,3081,3,1,0,4, ,4,4924,Z,HFS6-3060-1080,1,0,53,4924,2022-04-27 00:00:00,0,00,1,C,144010,0,1728,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,165840,05, 
2022-04-25 00:00:00,MJP,05022512013936,03954109,022512,MSM1,30350820001,3081,4,1,0,4, ,4,1892,Z,HFS6-3030-740,1,0,53,1892,2022-04-27 00:00:00,0,00,1,C,144010,0,666,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,165840,05, 
2022-04-27 00:00:00,MJP,01000561038187,03721707,000561,MSM1,30144290009,3764,1,1,0,18, ,18,39906,A,KPHRS30-56-18S,1,0,53,39906,2022-05-13 00:00:00,0,00,1,S,228955,0,200,1.0,0,0,0,13,-1,-1,0,27,3,0,g,410,,,154704,03, 
2022-04-28 00:00:00,MJP,01000561038242,03954111,000561,MSM1,30357400002,3081,9,1,0,1, ,1,192,A,NFS5-2040-310,1,0,53,192,2022-05-20 00:00:00,0,00,1,S,171378,0,273,1.0,0,0,0,18,-1,-1,0,28,4,0,g,   ,,,081940,05, 
2022-04-29 00:00:00,MJP,01000561038268,03721707,000561,MSM1,30144290009,3764,1,1,0,18, ,18,39906,A,KPHRS30-56-18S,1,0,53,39906,2022-05-18 00:00:00,0,00,1,S,158269,0,200,1.0,0,0,0,6,-1,-1,0,29,5,0,g,410,,,160511,03, 
2022-04-29 00:00:00,MJP,01000561038269,03721707,000561,MSM1,30144290009,3764,2,1,0,18, ,18,39906,A,KPHRS30-56-18S,1,0,53,39906,2022-05-19 00:00:00,1,50,1,T,772740,0,200,1.0,0,0,0,3,-1,-1,0,29,5,0,g,410,,,160511,03, 
2022-04-26 00:00:00,MJP,05024075024065,03690009,024075,MSM1,39201530001,6831,1,1,0,5, ,5,56000,Z,#CP2203-4703J-BAL-041-11P01,1,0,53,56000,2022-05-25 00:00:00,0,00,1,C,172255,0,100,1.0,0,0,0,23,-1,-1,0,26,2,0,g,401,,,152808,05, 
2022-04-06 00:00:00,MJP,01000649044896,21038506,000649,FJT1,F7231070001,8251,1,1,4,2, ,2,410,B,FF-2,1,0,53,410,2022-04-09 00:00:00,0,00,1,B,329997,0,1000,2.0,0,0,0,3,-1,-1,0,6,3,0,g,401,,,135319,05, 
2022-04-06 00:00:00,MJP,01000649044908,23027694,000649,CRT1,K8114640002,8484,1,1,1,1, ,1,5340,B,R7502,1,0,53,5340,2022-05-30 00:00:00,1,50,1,B,041438,0,555,3.0,0,0,0,24,-1,-1,0,6,3,0,g,455,,,200328,05, 
2022-04-21 00:00:00,MJP,01000649045611,21033801,000649,AKG1,F7196160013,8175,1,1,4,2, ,2,1566,B,A16000-0054,1,0,53,1566,2022-05-13 00:00:00,0,00,1,B,080885,0,100,3.0,0,0,0,4,-1,-1,0,21,4,0,g,451,,,181349,05, 
2022-04-21 00:00:00,MJP,01000649045612,21033801,000649,AKG1,F7196160011,8175,1,1,4,2, ,2,1456,B,A16000-0035,1,0,53,1456,2022-05-13 00:00:00,0,00,1,B,080887,0,100,3.0,0,0,0,4,-1,-1,0,21,4,0,g,451,,,181349,05, 
2022-04-01 00:00:00,MJP,01000653052432,23027586,000653,MDR1,K9054092318,8484,1,1,1,1,1,1,11096,B,VE1057-UE-LL,1,0,55,11096,2022-06-06 00:00:00,0,00,1,S,700230,0,980,3.0,0,0,0,1,-1,-1,0,1,5,0,g,455,,,115325,05, 
2022-04-01 00:00:00,MJP,01000653052493,21045918,000653,SMC1,F0011486457,9102,1,1,4,1,1,1,38901,B,CDNA2D63-100-D-B53,1,0,52,38901,2022-05-18 00:00:00,0,00,1,T,053147,0,100,3.0,0,0,0,20,-1,-1,0,1,5,0,g,453,,,165337,05, 
2022-04-25 00:00:00,MJP,05026238006885,03954111,026238,MSM1,30357460001,3081,4,1,0,3, ,3,1104,Z,NFSL8-4040-414,1,0,53,1104,2022-04-27 00:00:00,0,00,1,V,143997,0,526,1.0,0,0,0,1,-1,-1,0,25,1,0,g,   ,,,141738,05, 
2022-04-25 00:00:00,MJP,01000653054429,21039402,000653,IKE1,F7243660004,8222,1,1,4,1,1,1,1010,B,1/4MCCP445S303,1,0,52,1010,2022-05-11 00:00:00,0,00,1,A,228518,0,100,2.0,0,0,0,3,-1,-1,0,25,1,0,g,401,,,125320,05, 
2022-04-25 00:00:00,MJP,01000653054430,21039402,000653,IKE1,F7243660003,8222,1,1,4,1,1,1,1010,B,1/4MCCP322S303,1,0,52,1010,2022-05-11 00:00:00,0,00,1,A,228517,0,100,2.0,0,0,0,3,-1,-1,0,25,1,0,g,401,,,125320,05, 
2022-04-25 00:00:00,MJP,01000653054431,21039402,000653,IKE1,F7243660002,8222,1,1,4,1,1,1,1010,B,1/4MCCP223S303,1,0,52,1010,2022-05-11 00:00:00,0,00,1,A,228516,0,100,2.0,0,0,0,3,-1,-1,0,25,1,0,g,401,,,125321,05, 
2022-04-21 00:00:00,MJP,01000655406140,21030901,000655,TOY1,F7016520648,8131,1,1,4,1,1,1,2512,B,TS-38-L2,1,0,55,2512,2022-05-09 00:00:00,1,40,1,S,962726,0,1950,2.0,0,0,0,4,-1,-1,0,21,4,0,,103,,,115248,05, 
2022-04-21 00:00:00,MJP,01000655406238,03954111,000655,MSM1,30357250002,3081,1,1,0,1,1,1,604,B,NEFS6-3030-1080,1,0,55,604,2022-04-27 00:00:00,0,00,1,Q,123278,0,864,1.0,0,0,0,1,-1,-1,0,21,4,0,g,410,,,162449,05, 
2022-04-21 00:00:00,MJP,01000655406239,03954111,000655,MSM1,30357250002,3081,1,1,0,2,1,2,1242,B,NEFS6-3030-1110,1,0,55,1242,2022-04-27 00:00:00,0,00,1,Q,123278,0,888,1.0,0,0,0,1,-1,-1,0,21,4,0,g,410,,,162450,05, 
2022-04-21 00:00:00,MJP,01000655406240,03954111,000655,MSM1,30357250002,3081,1,1,0,1,1,1,302,B,NEFS6-3030-540,1,0,55,302,2022-04-27 00:00:00,0,00,1,Q,123278,0,432,1.0,0,0,0,1,-1,-1,0,21,4,0,g,410,,,162451,05, 
2022-04-23 00:00:00,MJP,01000655406545,23028617,000655,TBC1,K9042970177,8484,1,1,1,1, ,1,110000,B,B-EV4T-TH17-R,1,0,53,110000,2022-06-07 00:00:00,1,40,1,,114213,0,2400,3.0,0,0,0,19,-1,-1,0,23,6,0,g,455,880238,,093457,05, 
